Type	POS	Headword	Rank	Freq	Range	NormFreq	NormRange
pipoca			3204	170	64	19.535	0.001
uso			3204	170	114	19.535	0.002
vaquejadas			3204	170	126	19.535	0.002
vila			3204	170	92	19.535	0.001
vixe			3204	170	110	19.535	0.002
índio			3204	170	78	19.535	0.001
ôuh			3204	170	10	19.535	0.000
afinal			3228	168	122	19.306	0.002
antonio			3228	168	126	19.306	0.002
avesso			3228	168	162	19.306	0.003
bares			3228	168	120	19.306	0.002
batidão			3228	168	62	19.306	0.001
carinha			3228	168	66	19.306	0.001
chap			3228	168	16	19.306	0.000
cigana			3228	168	94	19.306	0.002
cio			3228	168	80	19.306	0.001
condição			3228	168	110	19.306	0.002
consome			3228	168	126	19.306	0.002
convidado			3228	168	122	19.306	0.002
convém			3228	168	88	19.306	0.001
covarde			3228	168	114	19.306	0.002
cresceu			3228	168	120	19.306	0.002
desabafar			3228	168	142	19.306	0.002
desejando			3228	168	140	19.306	0.002
disparado			3228	168	56	19.306	0.001
eta			3228	168	90	19.306	0.001
gozar			3228	168	72	19.306	0.001
graças			3228	168	112	19.306	0.002
idéia			3228	168	136	19.306	0.002
imensidão			3228	168	126	19.306	0.002
junho			3228	168	116	19.306	0.002
loucas			3228	168	112	19.306	0.002
meses			3228	168	112	19.306	0.002
oferecer			3228	168	104	19.306	0.002
piauí			3228	168	96	19.306	0.002
posição			3228	168	80	19.306	0.001
responder			3228	168	116	19.306	0.002
thê			3228	168	10	19.306	0.000
viajando			3228	168	128	19.306	0.002
viciado			3228	168	90	19.306	0.001
vire			3228	168	96	19.306	0.002
acalmar			3262	166	120	19.076	0.002
amargo			3262	166	138	19.076	0.002
americana			3262	166	92	19.076	0.001
carai			3262	166	30	19.076	0.000
chapada			3262	166	74	19.076	0.001
cheirinho			3262	166	120	19.076	0.002
cinzas			3262	166	106	19.076	0.002
contou			3262	166	124	19.076	0.002
desfez			3262	166	108	19.076	0.002
doideira			3262	166	126	19.076	0.002
gordinho			3262	166	68	19.076	0.001
mensagens			3262	166	124	19.076	0.002
mentindo			3262	166	124	19.076	0.002
merecia			3262	166	110	19.076	0.002
moita			3262	166	28	19.076	0.000
nisso			3262	166	122	19.076	0.002
ocê			3262	166	82	19.076	0.001
rasgando			3262	166	110	19.076	0.002
rela			3262	166	86	19.076	0.001
restrição			3262	166	166	19.076	0.003
segundos			3262	166	128	19.076	0.002
yo			3262	166	56	19.076	0.001
zoeira			3262	166	110	19.076	0.002
íris			3262	166	118	19.076	0.002
acalma			3286	164	106	18.846	0.002
acessá			3286	164	164	18.846	0.003
achava			3286	164	134	18.846	0.002
acostumado			3286	164	138	18.846	0.002
aprontou			3286	164	64	18.846	0.001
azar			3286	164	128	18.846	0.002
chi			3286	164	6	18.846	0.000
coitadinha			3286	164	86	18.846	0.001
conte			3286	164	134	18.846	0.002
corria			3286	164	122	18.846	0.002
cravo			3286	164	90	18.846	0.001
doidim			3286	164	32	18.846	0.001
encantado			3286	164	132	18.846	0.002
enfia			3286	164	26	18.846	0.000
enxada			3286	164	126	18.846	0.002
faceira			3286	164	140	18.846	0.002
gabiraba			3286	164	6	18.846	0.000
idadeesta			3286	164	164	18.846	0.003
jóia			3286	164	126	18.846	0.002
motor			3286	164	112	18.846	0.002
pintou			3286	164	120	18.846	0.002
pote			3286	164	118	18.846	0.002
primas			3286	164	42	18.846	0.001
selinho			3286	164	38	18.846	0.001
stop			3286	164	52	18.846	0.001
tambor			3286	164	96	18.846	0.002
teimoso			3286	164	90	18.846	0.001
testemunha			3286	164	130	18.846	0.002
abala			3314	162	86	18.616	0.001
abandonada			3314	162	110	18.616	0.002
animada			3314	162	128	18.616	0.002
chique			3314	162	68	18.616	0.001
cidadão			3314	162	122	18.616	0.002
ciço			3314	162	118	18.616	0.002
colhe			3314	162	68	18.616	0.001
covardia			3314	162	122	18.616	0.002
dependente			3314	162	102	18.616	0.002
dúvida			3314	162	144	18.616	0.002
folhas			3314	162	148	18.616	0.002
have			3314	162	34	18.616	0.001
lora			3314	162	6	18.616	0.000
lugares			3314	162	126	18.616	0.002
luzes			3314	162	120	18.616	0.002
mastruz			3314	162	106	18.616	0.002
molim			3314	162	12	18.616	0.000
osso			3314	162	130	18.616	0.002
ponho			3314	162	116	18.616	0.002
prefeito			3314	162	66	18.616	0.001
requebrar			3314	162	94	18.616	0.002
ronco			3314	162	104	18.616	0.002
telefona			3314	162	104	18.616	0.002
tequila			3314	162	100	18.616	0.002
that			3314	162	54	18.616	0.001
unhas			3314	162	102	18.616	0.002
vocêvem			3314	162	116	18.616	0.002
vovô			3314	162	98	18.616	0.002
apanha			3342	160	128	18.386	0.002
are			3342	160	38	18.386	0.001
armado			3342	160	92	18.386	0.001
atrapalha			3342	160	58	18.386	0.001
aurora			3342	160	106	18.386	0.002
bam			3342	160	38	18.386	0.001
barriguinha			3342	160	68	18.386	0.001
bêbo			3342	160	88	18.386	0.001
cansaço			3342	160	148	18.386	0.002
compartilhar			3342	160	82	18.386	0.001
confia			3342	160	92	18.386	0.001
có			3342	160	14	18.386	0.000
descanso			3342	160	96	18.386	0.002
droga			3342	160	92	18.386	0.001
espalhar			3342	160	138	18.386	0.002
estragaram			3342	160	10	18.386	0.000
festejar			3342	160	134	18.386	0.002
inventou			3342	160	124	18.386	0.002
lição			3342	160	132	18.386	0.002
magoado			3342	160	132	18.386	0.002
papa			3342	160	82	18.386	0.001
parque			3342	160	74	18.386	0.001
pisando			3342	160	120	18.386	0.002
posto			3342	160	110	18.386	0.002
remexendo			3342	160	74	18.386	0.001
tentou			3342	160	124	18.386	0.002
terá			3342	160	142	18.386	0.002
testa			3342	160	132	18.386	0.002
trio			3342	160	114	18.386	0.002
tubarão			3342	160	74	18.386	0.001
uê			3342	160	20	18.386	0.000
vacilar			3342	160	102	18.386	0.002
voltarei			3342	160	98	18.386	0.002
amamos			3375	158	128	18.156	0.002
apostar			3375	158	110	18.156	0.002
auê			3375	158	34	18.156	0.001
cano			3375	158	92	18.156	0.001
cante			3375	158	100	18.156	0.002
castanha			3375	158	62	18.156	0.001
cela			3375	158	130	18.156	0.002
corte			3375	158	128	18.156	0.002
dominou			3375	158	100	18.156	0.002
doçura			3375	158	110	18.156	0.002
escolhi			3375	158	116	18.156	0.002
fevereiro			3375	158	110	18.156	0.002
frei			3375	158	70	18.156	0.001
ilusões			3375	158	118	18.156	0.002
intriga			3375	158	130	18.156	0.002
macia			3375	158	114	18.156	0.002
maltratar			3375	158	114	18.156	0.002
maravilhoso			3375	158	116	18.156	0.002
montado			3375	158	114	18.156	0.002
notei			3375	158	134	18.156	0.002
ouvidos			3375	158	142	18.156	0.002
palco			3375	158	118	18.156	0.002
pulo			3375	158	108	18.156	0.002
região			3375	158	144	18.156	0.002
risca			3375	158	82	18.156	0.001
ru			3375	158	18	18.156	0.000
suando			3375	158	116	18.156	0.002
toim			3375	158	12	18.156	0.000
virada			3375	158	104	18.156	0.002
véu			3375	158	144	18.156	0.002
xique			3375	158	64	18.156	0.001
academia			3406	156	102	17.927	0.002
altar			3406	156	114	17.927	0.002
arde			3406	156	122	17.927	0.002
açúcar			3406	156	100	17.927	0.002
blue			3406	156	46	17.927	0.001
bê			3406	156	60	17.927	0.001
cafuné			3406	156	132	17.927	0.002
calar			3406	156	136	17.927	0.002
cancela			3406	156	104	17.927	0.002
chinela			3406	156	110	17.927	0.002
completo			3406	156	114	17.927	0.002
destrói			3406	156	114	17.927	0.002
durante			3406	156	126	17.927	0.002
dúvidas			3406	156	116	17.927	0.002
encho			3406	156	106	17.927	0.002
enrolar			3406	156	84	17.927	0.001
esperava			3406	156	118	17.927	0.002
esteira			3406	156	128	17.927	0.002
explode			3406	156	130	17.927	0.002
fartura			3406	156	124	17.927	0.002
fraca			3406	156	88	17.927	0.001
grandes			3406	156	108	17.927	0.002
homenagem			3406	156	132	17.927	0.002
lenço			3406	156	94	17.927	0.002
libertar			3406	156	118	17.927	0.002
margarida			3406	156	90	17.927	0.001
mexeu			3406	156	110	17.927	0.002
mini			3406	156	96	17.927	0.002
nhame			3406	156	2	17.927	0.000
penar			3406	156	122	17.927	0.002
peso			3406	156	130	17.927	0.002
podendo			3406	156	86	17.927	0.001
porre			3406	156	94	17.927	0.002
provei			3406	156	116	17.927	0.002
príncipe			3406	156	96	17.927	0.002
queda			3406	156	122	17.927	0.002
santos			3406	156	86	17.927	0.001
say			3406	156	44	17.927	0.001
seduz			3406	156	134	17.927	0.002
sino			3406	156	74	17.927	0.001
sorri			3406	156	120	17.927	0.002
sumir			3406	156	110	17.927	0.002
temer			3406	156	108	17.927	0.002
terça			3406	156	114	17.927	0.002
totalmente			3406	156	132	17.927	0.002
trata			3406	156	130	17.927	0.002
unha			3406	156	100	17.927	0.002
visitar			3406	156	110	17.927	0.002
zói			3406	156	46	17.927	0.001
égua			3406	156	88	17.927	0.001
êi			3406	156	28	17.927	0.000
agüentar			3457	154	100	17.697	0.002
ardendo			3457	154	126	17.697	0.002
black			3457	154	62	17.697	0.001
boas			3457	154	116	17.697	0.002
capricha			3457	154	54	17.697	0.001
cariri			3457	154	86	17.697	0.001
colcha			3457	154	12	17.697	0.000
comum			3457	154	120	17.697	0.002
flutuar			3457	154	112	17.697	0.002
fura			3457	154	64	17.697	0.001
jorge			3457	154	90	17.697	0.001
lagrimas			3457	154	78	17.697	0.001
mandacaru			3457	154	108	17.697	0.002
manha			3457	154	128	17.697	0.002
metido			3457	154	106	17.697	0.002
mocinha			3457	154	104	17.697	0.002
otário			3457	154	112	17.697	0.002
pescar			3457	154	90	17.697	0.001
separados			3457	154	122	17.697	0.002
tronco			3457	154	118	17.697	0.002
valendo			3457	154	66	17.697	0.001
ventre			3457	154	86	17.697	0.001
anel			3479	152	110	17.467	0.002
balançou			3479	152	88	17.467	0.001
bé			3479	152	8	17.467	0.000
carregar			3479	152	114	17.467	0.002
consertar			3479	152	114	17.467	0.002
curti			3479	152	108	17.467	0.002
delas			3479	152	116	17.467	0.002
devolva			3479	152	86	17.467	0.001
emenda			3479	152	40	17.467	0.001
enganava			3479	152	108	17.467	0.002
esperto			3479	152	128	17.467	0.002
essência			3479	152	128	17.467	0.002
jegue			3479	152	60	17.467	0.001
madrugadas			3479	152	120	17.467	0.002
mariana			3479	152	46	17.467	0.001
mostro			3479	152	110	17.467	0.002
mourão			3479	152	112	17.467	0.002
notícias			3479	152	106	17.467	0.002
nove			3479	152	108	17.467	0.002
nã			3479	152	32	17.467	0.001
popozão			3479	152	54	17.467	0.001
respeitar			3479	152	114	17.467	0.002
siri			3479	152	54	17.467	0.001
tormento			3479	152	128	17.467	0.002
use			3479	152	112	17.467	0.002
whatsapp			3479	152	70	17.467	0.001
xinga			3479	152	106	17.467	0.002
your			3479	152	52	17.467	0.001
zinho			3479	152	14	17.467	0.000
óia			3479	152	50	17.467	0.001
absurdo			3509	150	92	17.237	0.001
acertar			3509	150	108	17.237	0.002
amorzinho			3509	150	88	17.237	0.001
arraiá			3509	150	76	17.237	0.001
artista			3509	150	128	17.237	0.002
bato			3509	150	106	17.237	0.002
beijava			3509	150	86	17.237	0.001
brinquei			3509	150	112	17.237	0.002
caldo			3509	150	84	17.237	0.001
camarada			3509	150	110	17.237	0.002
derreter			3509	150	108	17.237	0.002
embolada			3509	150	56	17.237	0.001
enfeitiçou			3509	150	110	17.237	0.002
filé			3509	150	90	17.237	0.001
ganhando			3509	150	132	17.237	0.002
lavadeira			3509	150	50	17.237	0.001
nascendo			3509	150	90	17.237	0.001
pequenininha			3509	150	48	17.237	0.001
prece			3509	150	140	17.237	0.002
rancho			3509	150	116	17.237	0.002
sapo			3509	150	112	17.237	0.002
satisfação			3509	150	128	17.237	0.002
tabaco			3509	150	16	17.237	0.000
torto			3509	150	60	17.237	0.001
trabalhando			3509	150	118	17.237	0.002
vrau			3509	150	8	17.237	0.000
apanhar			3535	148	106	17.007	0.002
atrasado			3535	148	98	17.007	0.002
batidas			3535	148	96	17.007	0.002
bodô			3535	148	10	17.007	0.000
caneco			3535	148	40	17.007	0.001
cavaleiro			3535	148	84	17.007	0.001
cavalinho			3535	148	46	17.007	0.001
cinturinha			3535	148	98	17.007	0.002
cobre			3535	148	112	17.007	0.002
confunde			3535	148	80	17.007	0.001
corri			3535	148	114	17.007	0.002
cultura			3535	148	108	17.007	0.002
cupido			3535	148	104	17.007	0.002
dengosa			3535	148	124	17.007	0.002
emoções			3535	148	128	17.007	0.002
encontrada			3535	148	144	17.007	0.002
escolha			3535	148	90	17.007	0.001
eô			3535	148	30	17.007	0.000
imagine			3535	148	86	17.007	0.001
nordestina			3535	148	90	17.007	0.001
passageiro			3535	148	112	17.007	0.002
passaram			3535	148	104	17.007	0.002
pergunte			3535	148	108	17.007	0.002
reco			3535	148	38	17.007	0.001
reconquistar			3535	148	94	17.007	0.002
rojão			3535	148	114	17.007	0.002
saciar			3535	148	114	17.007	0.002
tornou			3535	148	116	17.007	0.002
tortura			3535	148	118	17.007	0.002
trouxa			3535	148	66	17.007	0.001
voltam			3535	148	94	17.007	0.002
ôô			3535	148	58	17.007	0.001
único			3535	148	126	17.007	0.002
agradecer			3568	146	102	16.777	0.002
animais			3568	146	128	16.777	0.002
atrai			3568	146	112	16.777	0.002
atração			3568	146	118	16.777	0.002
banhar			3568	146	120	16.777	0.002
big			3568	146	40	16.777	0.001
chicote			3568	146	98	16.777	0.002
cigano			3568	146	72	16.777	0.001
comentando			3568	146	118	16.777	0.002
começando			3568	146	118	16.777	0.002
compro			3568	146	86	16.777	0.001
conselhos			3568	146	110	16.777	0.002
desceu			3568	146	64	16.777	0.001
descontar			3568	146	64	16.777	0.001
doze			3568	146	94	16.777	0.002
esposa			3568	146	118	16.777	0.002
estremece			3568	146	80	16.777	0.001
fada			3568	146	66	16.777	0.001
ganzá			3568	146	120	16.777	0.002
garanhão			3568	146	84	16.777	0.001
gigante			3568	146	96	16.777	0.002
girl			3568	146	46	16.777	0.001
gêmea			3568	146	72	16.777	0.001
li			3568	146	102	16.777	0.002
maiseu			3568	146	120	16.777	0.002
mandioca			3568	146	74	16.777	0.001
necessito			3568	146	110	16.777	0.002
paixao			3568	146	90	16.777	0.001
passarinhos			3568	146	128	16.777	0.002
penera			3568	146	24	16.777	0.000
preocupar			3568	146	112	16.777	0.002
própria			3568	146	116	16.777	0.002
puxo			3568	146	84	16.777	0.001
quizer			3568	146	112	16.777	0.002
regra			3568	146	74	16.777	0.001
responda			3568	146	116	16.777	0.002
respondo			3568	146	98	16.777	0.002
rios			3568	146	122	16.777	0.002
sabido			3568	146	34	16.777	0.001
santinha			3568	146	94	16.777	0.002
satisfeito			3568	146	134	16.777	0.002
secou			3568	146	124	16.777	0.002
tio			3568	146	68	16.777	0.001
torna			3568	146	94	16.777	0.002
vacilei			3568	146	100	16.777	0.002
vendendo			3568	146	112	16.777	0.002
vieram			3568	146	96	16.777	0.002
aproveita			3615	144	90	16.548	0.001
arranha			3615	144	104	16.548	0.002
arrepiado			3615	144	112	16.548	0.002
atriz			3615	144	110	16.548	0.002
aumente			3615	144	80	16.548	0.001
bocado			3615	144	94	16.548	0.002
carrego			3615	144	122	16.548	0.002
carícias			3615	144	120	16.548	0.002
caçador			3615	144	118	16.548	0.002
conhecido			3615	144	118	16.548	0.002
conter			3615	144	124	16.548	0.002
danou			3615	144	78	16.548	0.001
dererererê			3615	144	14	16.548	0.000
desprezado			3615	144	116	16.548	0.002
doces			3615	144	114	16.548	0.002
enfeitar			3615	144	108	16.548	0.002
estradas			3615	144	124	16.548	0.002
festas			3615	144	100	16.548	0.002
foguete			3615	144	116	16.548	0.002
lamentando			3615	144	114	16.548	0.002
léguas			3615	144	118	16.548	0.002
manhoso			3615	144	120	16.548	0.002
medida			3615	144	92	16.548	0.001
mudado			3615	144	76	16.548	0.001
poço			3615	144	92	16.548	0.001
prendeu			3615	144	94	16.548	0.002
reboladinha			3615	144	40	16.548	0.001
ribeira			3615	144	116	16.548	0.002
sinceridade			3615	144	110	16.548	0.002
torno			3615	144	114	16.548	0.002
arrebenta			3645	142	94	16.318	0.002
buá			3645	142	8	16.318	0.000
canoa			3645	142	92	16.318	0.001
careta			3645	142	102	16.318	0.002
codorna			3645	142	28	16.318	0.000
contei			3645	142	102	16.318	0.002
corrida			3645	142	94	16.318	0.002
daqueles			3645	142	100	16.318	0.002
din			3645	142	12	16.318	0.000
dorom			3645	142	2	16.318	0.000
explodir			3645	142	108	16.318	0.002
febre			3645	142	112	16.318	0.002
lençóis			3645	142	124	16.318	0.002
lona			3645	142	76	16.318	0.001
of			3645	142	64	16.318	0.001
paciente			3645	142	104	16.318	0.002
passatempo			3645	142	70	16.318	0.001
raios			3645	142	100	16.318	0.002
razões			3645	142	90	16.318	0.001
sacudir			3645	142	94	16.318	0.002
serio			3645	142	96	16.318	0.002
sola			3645	142	102	16.318	0.002
telefonar			3645	142	112	16.318	0.002
temporal			3645	142	106	16.318	0.002
tomara			3645	142	76	16.318	0.001
ya			3645	142	32	16.318	0.001
amorvocê			3671	140	116	16.088	0.002
aposto			3671	140	86	16.088	0.001
banca			3671	140	102	16.088	0.002
baybê			3671	140	6	16.088	0.000
be			3671	140	52	16.088	0.001
bobão			3671	140	46	16.088	0.001
bá			3671	140	66	16.088	0.001
cerca			3671	140	102	16.088	0.002
choram			3671	140	90	16.088	0.001
demore			3671	140	106	16.088	0.002
dengoso			3671	140	106	16.088	0.002
despediu			3671	140	56	16.088	0.001
dão			3671	140	110	16.088	0.002
esquecendo			3671	140	110	16.088	0.002
fadas			3671	140	104	16.088	0.002
fatal			3671	140	114	16.088	0.002
forrozeira			3671	140	90	16.088	0.001
forróbodó			3671	140	12	16.088	0.000
garagem			3671	140	58	16.088	0.001
imortal			3671	140	56	16.088	0.001
jurar			3671	140	126	16.088	0.002
lamentar			3671	140	120	16.088	0.002
manca			3671	140	98	16.088	0.002
morri			3671	140	114	16.088	0.002
mãozinha			3671	140	76	16.088	0.001
negona			3671	140	62	16.088	0.001
peru			3671	140	70	16.088	0.001
pipa			3671	140	44	16.088	0.001
pom			3671	140	14	16.088	0.000
ponha			3671	140	114	16.088	0.002
queixo			3671	140	100	16.088	0.002
surgiu			3671	140	128	16.088	0.002
tim			3671	140	36	16.088	0.001
urubu			3671	140	56	16.088	0.001
aconchego			3705	138	124	15.858	0.002
acreditou			3705	138	114	15.858	0.002
adrenalina			3705	138	84	15.858	0.001
alucina			3705	138	110	15.858	0.002
alucinada			3705	138	96	15.858	0.002
aluga			3705	138	18	15.858	0.000
antiga			3705	138	116	15.858	0.002
auto			3705	138	82	15.858	0.001
barato			3705	138	118	15.858	0.002
bati			3705	138	82	15.858	0.001
boteco			3705	138	84	15.858	0.001
bravo			3705	138	110	15.858	0.002
bêba			3705	138	24	15.858	0.000
casada			3705	138	88	15.858	0.001
confiança			3705	138	116	15.858	0.002
descobriu			3705	138	120	15.858	0.002
destruir			3705	138	112	15.858	0.002
drama			3705	138	96	15.858	0.002
engenho			3705	138	94	15.858	0.002
enlouqueceu			3705	138	88	15.858	0.001
ensino			3705	138	100	15.858	0.002
envolveu			3705	138	114	15.858	0.002
escapar			3705	138	104	15.858	0.002
